rank	id	token	freq	freq_pct	cum_freq_pct
123	1958	特	1024	0.117674	70.968810
124	974	于	1001	0.115031	71.083840
125	2496	间	977	0.112273	71.196113
126	2176	老	974	0.111928	71.308041
127	972	事	973	0.111813	71.419854
128	1611	打	972	0.111698	71.531552
129	1085	其	971	0.111583	71.643136
130	1776	本	959	0.110204	71.753340
131	2421	边	950	0.109170	71.862510
132	1215	吃	939	0.107906	71.970416
133	1552	心	936	0.107561	72.077977
134	2033	真	932	0.107102	72.185079
135	2105	第	932	0.107102	72.292180
136	1838	次	924	0.106182	72.398363
137	1590	感	914	0.105033	72.503396
138	2179	而	908	0.104344	72.607739
139	1325	回	904	0.103884	72.711623
140	1026	作	897	0.103080	72.814703
141	1261	哎	883	0.101471	72.916173
142	1141	加	878	0.100896	73.017070
143	1677	接	876	0.100666	73.117736
144	1878	法	876	0.100666	73.218402
145	1089	再	875	0.100551	73.318954
146	1233	呀	873	0.100322	73.419275
147	1076	全	864	0.099287	73.518562
148	1845	正	861	0.098943	73.617505
149	1060	像	858	0.098598	73.716103
150	1064	儿	854	0.098138	73.814241
151	1143	动	853	0.098023	73.912264
152	993	今	846	0.097219	74.009483
153	1205	只	846	0.097219	74.106702
154	996	从	840	0.096529	74.203231
155	1507	常	829	0.095265	74.298496
156	1079	六	828	0.095150	74.393647
157	940	业	823	0.094576	74.488222
158	2524	零	822	0.094461	74.582683
159	1082	关	818	0.094001	74.676684
160	1718	数	806	0.092622	74.769306
161	1726	新	798	0.091703	74.861009
162	1492	工	792	0.091013	74.952023
163	1568	怎	790	0.090784	75.042806
164	1997	电	787	0.090439	75.133245
165	1862	水	783	0.089979	75.223224
166	1077	八	771	0.088600	75.311824
167	1078	公	764	0.087796	75.399620
168	2310	让	757	0.086991	75.486611
169	2491	长	756	0.086876	75.573488
170	774	the	755	0.086761	75.660249
171	1518	应	753	0.086532	75.746781
172	1123	刚	737	0.084693	75.831474
173	1496	己	735	0.084463	75.915937
174	1068	先	733	0.084233	76.000170
175	1522	度	725	0.083314	76.083484
176	2028	直	720	0.082739	76.166223
177	1608	手	717	0.082395	76.248618
178	1855	每	711	0.081705	76.330323
179	1589	意	707	0.081246	76.411569
180	2474	重	702	0.080671	76.492240
181	1107	几	696	0.079981	76.572221
182	1268	哦	696	0.079981	76.652203
183	962	九	694	0.079752	76.731954
184	2106	等	689	0.079177	76.811131
185	1760	更	688	0.079062	76.890193
186	2461	部	688	0.079062	76.969255
187	1740	明	684	0.078602	77.047858
188	2292	西	684	0.078602	77.126460
189	1497	已	682	0.078373	77.204833
190	941	东	681	0.078258	77.283091
191	1376	外	681	0.078258	77.361348
192	2178	者	681	0.078258	77.439606
193	1585	情	676	0.077683	77.517289
194	1137	力	673	0.077338	77.594627
195	1766	月	666	0.076534	77.671161
196	1218	同	659	0.075730	77.746891
197	1340	场	656	0.075385	77.822276
198	2444	通	656	0.075385	77.897661
199	1019	位	655	0.075270	77.972930
200	1499	市	650	0.074695	78.047626
201	950	主	641	0.073661	78.121287
202	1609	才	640	0.073546	78.194833
203	2286	被	638	0.073316	78.268149
204	1436	完	636	0.073086	78.341236
205	2382	走	635	0.072972	78.414207
206	1022	体	634	0.072857	78.487064
207	928	七	633	0.072742	78.559806
208	2415	较	632	0.072627	78.632432
209	1382	太	630	0.072397	78.704829
210	1075	入	618	0.071018	78.775847
211	1980	理	612	0.070328	78.846176
212	2483	钱	609	0.069984	78.916160
213	1190	又	608	0.069869	78.986029
214	2029	相	608	0.069869	79.055897
215	2332	该	595	0.068375	79.124272
216	2294	见	580	0.066651	79.190923
217	1709	放	577	0.066306	79.257230
218	1162	千	571	0.065617	79.322847
219	1256	品	570	0.065502	79.388349
220	2027	目	567	0.065157	79.453506
221	966	买	562	0.064583	79.518089
222	1670	据	558	0.064123	79.582212
223	1409	始	556	0.063893	79.646105
224	2532	非	554	0.063663	79.709769
225	1773	期	549	0.063089	79.772857
226	929	万	543	0.062399	79.835257
227	1463	少	542	0.062284	79.897541
228	983	产	541	0.062169	79.959711
229	1186	原	541	0.062169	80.021880
230	2550	题	541	0.062169	80.084049
231	1387	头	536	0.061595	80.145644
232	1502	师	530	0.060905	80.206550
233	2476	量	529	0.060790	80.267340
234	2077	程	527	0.060561	80.327901
235	1219	名	522	0.059986	80.387887
236	2351	谢	519	0.059641	80.447528
237	1460	将	515	0.059182	80.506710
238	2314	讲	515	0.059182	80.565892
239	1533	张	511	0.058722	80.624614
240	1088	内	508	0.058377	80.682991
241	1004	价	506	0.058147	80.741138
242	1212	号	505	0.058033	80.799171
243	1573	性	505	0.058033	80.857203
244	1622	找	504	0.057918	80.915121
245	1201	口	498	0.057228	80.972349
246	1217	合	498	0.057228	81.029577
247	1198	变	497	0.057113	81.086690
248	2396	路	493	0.056654	81.143344
249	1839	欢	491	0.056424	81.199767
250	2170	美	491	0.056424	81.256191
251	1038	保	490	0.056309	81.312500
252	1309	嘛	487	0.055964	81.368464
253	1683	提	486	0.055849	81.424313
254	2151	结	485	0.055734	81.480047
255	2300	解	484	0.055619	81.535666
256	1270	哪	482	0.055389	81.591056
257	1861	气	482	0.055389	81.646445
258	2404	身	482	0.055389	81.701835
259	2527	需	476	0.054700	81.756535
260	1509	平	473	0.054355	81.810890
261	2313	记	473	0.054355	81.865245
262	1732	无	472	0.054240	81.919485
263	1435	安	471	0.054125	81.973611
264	1003	件	468	0.053781	82.027391
265	1039	信	468	0.053781	82.081172
266	1884	活	464	0.053321	82.134493
267	1505	带	463	0.053206	82.187699
268	2177	考	463	0.053206	82.240905
269	2492	门	461	0.052976	82.293881
270	1345	块	460	0.052861	82.346742
271	2225	色	459	0.052746	82.399489
272	1154	化	455	0.052287	82.451776
273	1957	物	455	0.052287	82.504062
274	2281	表	453	0.052057	82.556119
275	1484	山	452	0.051942	82.608061
276	1130	制	450	0.051712	82.659773
277	1155	北	450	0.051712	82.711485
278	2227	节	450	0.051712	82.763198
279	1206	叫	443	0.050908	82.814105
280	1159	区	442	0.050793	82.864898
281	2297	视	442	0.050793	82.915691
282	1721	文	440	0.050563	82.966254
283	1240	员	439	0.050448	83.016702
284	2120	类	439	0.050448	83.067150
285	1707	收	437	0.050218	83.117368
286	1403	妈	435	0.049988	83.167357
287	2320	设	431	0.049529	83.216885
288	2344	调	431	0.049529	83.266414
289	1153	包	426	0.048954	83.315368
290	1974	玩	424	0.048724	83.364092
291	1508	干	422	0.048494	83.412587
292	1000	代	421	0.048380	83.460967
293	1397	女	421	0.048380	83.509346
294	1194	反	420	0.048265	83.557611
295	1242	周	420	0.048265	83.605875
296	1255	咱	417	0.047920	83.653795
297	2329	试	415	0.047690	83.701485
298	937	且	413	0.047460	83.748946
299	1292	喜	413	0.047460	83.796406
300	1169	单	410	0.047115	83.843521
301	1947	爱	408	0.046886	83.890407
302	1720	整	402	0.046196	83.936603
303	1526	建	400	0.045966	83.982570
304	1892	海	400	0.045966	84.028536
305	1359	基	398	0.045737	84.074272
306	2374	资	398	0.045737	84.120009
307	2305	计	396	0.045507	84.165516
308	1860	民	393	0.045162	84.210678
309	1227	听	392	0.045047	84.255725
310	1530	式	392	0.045047	84.300772
311	1903	清	390	0.044817	84.345589
312	2115	管	390	0.044817	84.390406
313	2440	选	385	0.044243	84.434649
314	2477	金	383	0.044013	84.478661
315	1087	养	379	0.043553	84.522214
316	1221	向	379	0.043553	84.565767
317	1511	并	378	0.043438	84.609206
318	2132	红	378	0.043438	84.652644
319	2448	造	378	0.043438	84.696082
320	2125	系	377	0.043323	84.739405
321	1029	使	376	0.043208	84.782614
322	1379	够	376	0.043208	84.825822
323	1197	受	375	0.043093	84.868915
324	1923	火	374	0.042979	84.911894
325	2229	花	372	0.042749	84.954643
326	2343	谁	371	0.042634	84.997276
327	1733	日	370	0.042519	85.039795
328	1542	影	367	0.042174	85.081969
329	1601	或	366	0.042059	85.124029
330	2016	白	366	0.042059	85.166088
331	982	交	362	0.041600	85.207687
332	2113	算	362	0.041600	85.249287
333	2425	近	361	0.041485	85.290772
334	1583	您	358	0.041140	85.331911
335	2142	线	358	0.041140	85.373051
336	1065	元	357	0.041025	85.414076
337	2307	认	356	0.040910	85.454986
338	1243	味	354	0.040680	85.495667
339	2191	肉	354	0.040680	85.536347
340	1708	改	352	0.040450	85.576797
341	1816	格	352	0.040450	85.617247
342	2083	空	352	0.040450	85.657698
343	2354	象	352	0.040450	85.698148
344	1127	利	351	0.040335	85.738484
345	1282	啥	351	0.040335	85.778819
346	1909	游	350	0.040221	85.819040
347	1753	晚	349	0.040106	85.859145
348	1208	台	347	0.039876	85.899021
349	1654	拿	347	0.039876	85.938897
350	1192	友	346	0.039761	85.978658
351	2007	病	346	0.039761	86.018419
352	1015	传	345	0.039646	86.058065
353	1973	王	341	0.039186	86.097251
354	2339	请	341	0.039186	86.136437
355	2572	香	338	0.038842	86.175279
356	934	与	336	0.038612	86.213891
357	1372	处	336	0.038612	86.252502
358	2165	网	335	0.038497	86.290999
359	2555	风	331	0.038037	86.329036
360	1216	各	329	0.037807	86.366844
361	1995	由	329	0.037807	86.404651
362	1807	查	328	0.037692	86.442343
363	2361	质	328	0.037692	86.480036
364	2304	警	327	0.037577	86.517613
365	2424	运	326	0.037463	86.555076
366	1213	司	325	0.037348	86.592423
367	1093	写	324	0.037233	86.629656
368	1171	南	320	0.036773	86.666429
369	2055	确	319	0.036658	86.703087
370	1429	孩	318	0.036543	86.739631
371	1543	往	318	0.036543	86.776174
372	1655	持	318	0.036543	86.812717
373	1662	挺	318	0.036543	86.849260
374	1519	底	312	0.035854	86.885114
375	2322	证	312	0.035854	86.920968
376	1021	住	311	0.035739	86.956707
377	2388	越	309	0.035509	86.992216
378	1769	服	308	0.035394	87.027610
379	2287	装	306	0.035164	87.062774
380	2422	达	306	0.035164	87.097938
381	1791	条	304	0.034934	87.132873
382	1881	注	304	0.034934	87.167807
383	2408	转	304	0.034934	87.202741
384	1481	展	303	0.034820	87.237561
385	1425	字	300	0.034475	87.272036
386	1952	片	300	0.034475	87.306510
387	2547	频	300	0.034475	87.340985
388	2387	超	299	0.034360	87.375345
389	1818	案	298	0.034245	87.409590
390	1124	创	297	0.034130	87.443720
391	1005	任	296	0.034015	87.477735
392	938	世	295	0.033900	87.511635
393	1069	光	294	0.033785	87.545420
394	1236	告	292	0.033555	87.578976
395	1575	总	292	0.033555	87.612531
396	1734	早	292	0.033555	87.646087
397	1535	强	290	0.033326	87.679412
398	1851	死	289	0.033211	87.712623
399	1941	照	289	0.033211	87.745834
400	2119	米	289	0.033211	87.779044
401	2123	精	289	0.033211	87.812255
402	1846	此	288	0.033096	87.845351
403	2573	马	288	0.033096	87.878447
404	1998	男	287	0.032981	87.911427
405	1876	油	286	0.032866	87.944293
406	2510	院	286	0.032866	87.977159
407	2517	难	286	0.032866	88.010025
408	1139	办	285	0.032751	88.042776
409	1160	医	285	0.032751	88.075527
410	1449	容	283	0.032521	88.108048
411	1571	思	281	0.032291	88.140340
412	2571	首	281	0.032291	88.172631
413	1495	差	280	0.032176	88.204808
414	1893	消	280	0.032176	88.236984
415	988	亲	276	0.031717	88.268701
416	1624	技	276	0.031717	88.300418
417	2157	续	276	0.031717	88.332134
418	1847	步	275	0.031602	88.363736
419	1579	息	274	0.031487	88.395223
420	1606	房	274	0.031487	88.426710
421	964	习	273	0.031372	88.458082
422	1142	务	273	0.031372	88.489454
423	1316	器	272	0.031257	88.520711
424	1635	报	271	0.031142	88.551853
425	1165	半	268	0.030797	88.582651
426	1355	型	268	0.030797	88.613448
427	1628	投	267	0.030683	88.644131
428	1565	态	266	0.030568	88.674699
429	1906	温	265	0.030453	88.705151
430	2275	血	265	0.030453	88.735604
431	1034	便	263	0.030223	88.765827
432	1459	导	263	0.030223	88.796050
433	1506	帮	263	0.030223	88.826273
434	1810	标	263	0.030223	88.856495
435	1815	根	263	0.030223	88.886718
436	2060	示	262	0.030108	88.916826
437	2368	费	262	0.030108	88.946934
438	1023	何	261	0.029993	88.976927
439	1785	李	261	0.029993	89.006920
440	1747	显	260	0.029878	89.036798
441	2245	菜	260	0.029878	89.066676
442	936	专	259	0.029763	89.096440
443	2342	课	259	0.029763	89.126203
444	1373	备	258	0.029648	89.155851
445	1698	播	255	0.029304	89.185155
446	2392	跑	255	0.029304	89.214458
447	1886	流	254	0.029189	89.243647
448	1868	江	253	0.029074	89.272721
449	1937	热	253	0.029074	89.301794
450	1103	准	252	0.028959	89.330753
451	1101	况	251	0.028844	89.359597
452	2071	科	251	0.028844	89.388441
453	1280	商	250	0.028729	89.417170
454	1865	求	250	0.028729	89.445899
455	1358	城	248	0.028499	89.474398
456	1185	压	247	0.028384	89.502782
457	1550	微	247	0.028384	89.531166
458	2134	级	247	0.028384	89.559551
459	1593	慢	246	0.028269	89.587820
460	2197	肯	246	0.028269	89.616089
461	2489	错	246	0.028269	89.644358
462	1166	华	245	0.028154	89.672513
463	1191	及	245	0.028154	89.700667
464	1956	牛	245	0.028154	89.728822
465	2000	界	245	0.028154	89.756976
466	2035	眼	245	0.028154	89.785130
467	2169	置	245	0.028154	89.813285
468	1048	值	244	0.028039	89.841324
469	1853	段	243	0.027925	89.869249
470	1768	朋	240	0.027580	89.896829
471	1787	村	240	0.027580	89.924408
472	2465	酒	240	0.027580	89.951988
473	2540	项	239	0.027465	89.979453
474	2296	规	238	0.027350	90.006803
475	2429	远	238	0.027350	90.034153
476	2520	集	237	0.027235	90.061388
477	2537	音	237	0.027235	90.088623
478	1605	户	236	0.027120	90.115743
479	1978	班	236	0.027120	90.142863
480	2215	至	236	0.027120	90.169984
481	1196	取	235	0.027005	90.196989
482	1657	指	235	0.027005	90.223994
483	1743	星	235	0.027005	90.250999
484	1712	效	234	0.026890	90.277890
485	2218	般	234	0.026890	90.304780
486	2593	黄	233	0.026775	90.331555
487	2144	组	232	0.026660	90.358216
488	2515	随	231	0.026546	90.384761
489	1081	共	230	0.026431	90.411192
490	1889	济	230	0.026431	90.437623
491	2188	联	230	0.026431	90.464053
492	2447	速	230	0.026431	90.490484
493	1715	教	229	0.026316	90.516800
494	958	乐	228	0.026201	90.543000
495	1258	哇	228	0.026201	90.569201
496	1440	宝	228	0.026201	90.595402
497	1913	源	228	0.026201	90.621603
498	2063	神	228	0.026201	90.647804
499	2563	饭	228	0.026201	90.674004
500	1835	模	227	0.026086	90.700090
501	1553	必	226	0.025971	90.726061
502	1771	望	226	0.025971	90.752032
503	1950	爸	225	0.025856	90.777888
504	1170	卖	224	0.025741	90.803630
505	1723	料	223	0.025626	90.829256
506	1804	某	222	0.025511	90.854767
507	2095	立	222	0.025511	90.880278
508	2464	配	222	0.025511	90.905790
509	2501	阳	222	0.025511	90.931301
510	2577	验	222	0.025511	90.956812
511	986	京	221	0.025396	90.982209
512	1049	假	220	0.025281	91.007490
513	1447	害	220	0.025281	91.032772
514	2067	离	220	0.025281	91.058053
515	1210	右	219	0.025167	91.083220
516	1094	军	218	0.025052	91.108271
517	1371	声	217	0.024937	91.133208
518	1493	左	217	0.024937	91.158145
519	1540	形	217	0.024937	91.183082
520	1710	政	217	0.024937	91.208018
521	2242	药	216	0.024822	91.232840
522	1672	掉	215	0.024707	91.257547
523	2295	观	215	0.024707	91.282254
524	2326	诉	215	0.024707	91.306961
525	807	to	214	0.024592	91.331553
526	1902	深	214	0.024592	91.356145
527	2558	飞	213	0.024477	91.380622
528	1259	哈	212	0.024362	91.404984
529	1668	换	212	0.024362	91.429346
530	2112	简	212	0.024362	91.453708
531	1006	份	211	0.024247	91.477956
532	1100	决	211	0.024247	91.502203
533	2482	钟	211	0.024247	91.526450
534	7	a	210	0.024132	91.550583
535	1658	按	210	0.024132	91.574715
536	1975	环	210	0.024132	91.598847
537	1173	卡	208	0.023902	91.622750
538	1513	广	208	0.023902	91.646652
539	2505	际	208	0.023902	91.670555
540	965	书	206	0.023673	91.694227
541	1634	护	206	0.023673	91.717900
542	2413	轻	206	0.023673	91.741573
543	2431	连	206	0.023673	91.765245
544	1916	满	205	0.023558	91.788803
545	2324	识	205	0.023558	91.812361
546	2511	除	205	0.023558	91.835919
547	1020	低	204	0.023443	91.859361
548	2416	辆	204	0.023443	91.882804
549	1053	健	203	0.023328	91.906132
550	1491	州	203	0.023328	91.929460
551	1675	排	203	0.023328	91.952788
552	1706	支	203	0.023328	91.976116
553	1919	演	203	0.023328	91.999444
554	2312	议	203	0.023328	92.022772
555	2559	食	201	0.023098	92.045870
556	1444	客	200	0.022983	92.068853
557	2299	角	200	0.022983	92.091836
558	1086	具	199	0.022868	92.114704
559	1125	初	199	0.022868	92.137573
560	1842	款	199	0.022868	92.160441
561	1888	测	199	0.022868	92.183309
562	1968	猪	199	0.022868	92.206177
563	1678	控	198	0.022753	92.228931
564	1812	校	198	0.022753	92.251684
565	2001	留	197	0.022638	92.274323
566	1426	存	196	0.022524	92.296846
567	2500	防	196	0.022524	92.319370
568	1140	功	195	0.022409	92.341778
569	1854	母	195	0.022409	92.364187
570	2156	继	195	0.022409	92.386595
571	2155	统	193	0.022179	92.408774
572	1189	参	192	0.022064	92.430838
573	2335	语	192	0.022064	92.452902
574	1374	复	190	0.021834	92.474736
575	1679	推	190	0.021834	92.496570
576	2133	约	190	0.021834	92.518404
577	2234	英	190	0.021834	92.540238
578	1267	哥	189	0.021719	92.561957
579	1741	易	189	0.021719	92.583676
580	2062	社	189	0.021719	92.605395
581	1070	克	188	0.021604	92.626999
582	1095	农	187	0.021489	92.648489
583	1410	姐	187	0.021489	92.669978
584	1598	戏	187	0.021489	92.691467
585	956	义	185	0.021259	92.712726
586	1010	优	185	0.021259	92.733986
587	1343	坐	185	0.021259	92.755245
588	1368	增	185	0.021259	92.776505
589	1777	术	185	0.021259	92.797764
590	1859	毛	184	0.021145	92.818909
591	1875	河	184	0.021145	92.840053
592	2145	细	184	0.021145	92.861198
593	2499	队	184	0.021145	92.882342
594	1702	操	183	0.021030	92.903372
595	44	and	181	0.020800	92.924172
596	1797	板	181	0.020800	92.944971
597	2019	皮	181	0.020800	92.965771
598	2390	足	181	0.020800	92.986571
599	2487	银	181	0.020800	93.007371
600	2147	终	179	0.020570	93.027941
601	1144	助	178	0.020455	93.048396
602	1204	另	178	0.020455	93.068851
603	1476	层	178	0.020455	93.089306
604	1724	断	178	0.020455	93.109761
605	1482	属	177	0.020340	93.130101
606	1602	战	177	0.020340	93.150441
607	1711	故	177	0.020340	93.170781
608	2418	输	177	0.020340	93.191121
609	1293	喝	176	0.020225	93.211346
610	1833	概	176	0.020225	93.231572
611	2084	穿	176	0.020225	93.251797
612	2584	鱼	176	0.020225	93.272022
613	1007	企	174	0.019995	93.292017
614	1164	午	174	0.019995	93.312013
615	2508	降	174	0.019995	93.332008
616	1500	布	173	0.019880	93.351888
617	1639	拉	173	0.019880	93.371769
618	1758	暖	173	0.019880	93.391649
619	1877	治	173	0.019880	93.411530
620	2357	财	173	0.019880	93.431410
621	2366	贵	173	0.019880	93.451291
622	2247	营	172	0.019766	93.471056
623	1122	则	170	0.019536	93.490592
624	1538	录	170	0.019536	93.510128
625	1999	画	170	0.019536	93.529663
626	353	i	169	0.019421	93.549084
627	2128	紧	169	0.019421	93.568505
628	2317	论	169	0.019421	93.587926
629	1503	希	168	0.019306	93.607231
630	1979	球	168	0.019306	93.626537
631	2594	黑	168	0.019306	93.645843
632	1246	命	167	0.019191	93.665034
633	1474	局	167	0.019191	93.684225
634	1104	减	166	0.019076	93.703301
635	1193	双	165	0.018961	93.722262
636	976	云	164	0.018846	93.741108
637	1260	响	164	0.018846	93.759955
638	1531	引	164	0.018846	93.778801
639	2437	送	164	0.018846	93.797647
640	1031	供	163	0.018731	93.816378
641	1184	历	163	0.018731	93.835110
642	2216	致	163	0.018731	93.853841
643	1961	状	162	0.018616	93.872457
644	2205	脚	162	0.018616	93.891074
645	1954	牌	161	0.018501	93.909575
646	2064	票	160	0.018387	93.927962
647	994	介	159	0.018272	93.946233
648	1485	岁	159	0.018272	93.964505
649	1689	搞	159	0.018272	93.982776
650	2545	预	157	0.018042	94.000818
651	1948	父	156	0.017927	94.018745
652	2279	衣	156	0.017927	94.036672
653	1386	失	155	0.017812	94.054484
654	1437	官	155	0.017812	94.072296
655	1570	怕	155	0.017812	94.090108
656	1775	未	155	0.017812	94.107920
657	1009	众	154	0.017697	94.125617
658	1030	例	154	0.017697	94.143314
659	1335	图	154	0.017697	94.161011
660	2037	睡	154	0.017697	94.178708
661	2096	站	154	0.017697	94.196405
662	2172	群	154	0.017697	94.214102
663	2533	靠	154	0.017697	94.231799
664	1883	洗	153	0.017582	94.249381
665	2243	获	153	0.017582	94.266963
666	2265	虽	153	0.017582	94.284545
667	1121	刘	152	0.017467	94.302013
668	1337	土	152	0.017467	94.319480
669	1623	承	152	0.017467	94.336947
670	1799	构	152	0.017467	94.354414
671	1832	楼	152	0.017467	94.371881
672	985	享	151	0.017352	94.389234
673	1346	坚	151	0.017352	94.406586
674	1520	店	150	0.017237	94.423823
675	2085	突	150	0.017237	94.441061
676	1102	冷	149	0.017122	94.458183
677	1113	击	149	0.017122	94.475306
678	1163	升	149	0.017122	94.492428
679	2050	研	149	0.017122	94.509551
680	2204	脑	149	0.017122	94.526673
681	954	久	148	0.017008	94.543681
682	1524	康	148	0.017008	94.560688
683	2048	码	148	0.017008	94.577696
684	2598	龙	148	0.017008	94.594703
685	1399	奶	147	0.016893	94.611596
686	2097	竟	147	0.016893	94.628489
687	2194	股	147	0.016893	94.645381
688	2302	言	147	0.016893	94.662274
689	2364	购	147	0.016893	94.679166
690	919	you	145	0.016663	94.695829
691	1179	却	145	0.016663	94.712492
692	1545	待	145	0.016663	94.729155
693	2031	省	144	0.016548	94.745703
694	2249	落	144	0.016548	94.762251
695	1784	权	143	0.016433	94.778684
696	2200	背	143	0.016433	94.795117
697	1016	伤	142	0.016318	94.811435
698	1043	倒	142	0.016318	94.827753
699	1117	切	142	0.016318	94.844071
700	1390	奇	142	0.016318	94.860389
701	2148	绍	142	0.016318	94.876707
702	2488	销	142	0.016318	94.893025
703	2546	领	141	0.016203	94.909228
704	1512	幺	140	0.016088	94.925316
705	1971	率	140	0.016088	94.941404
706	2023	监	140	0.016088	94.957493
707	527	of	139	0.015973	94.973466
708	1040	俩	139	0.015973	94.989439
709	1203	句	139	0.015973	95.005413
710	1532	弟	139	0.015973	95.021386
711	1714	救	138	0.015858	95.037244
712	1370	士	137	0.015743	95.052988
713	1798	极	137	0.015743	95.068731
714	1964	独	137	0.015743	95.084475
715	987	亮	136	0.015629	95.100103
716	992	仅	136	0.015629	95.115732
717	1328	团	136	0.015629	95.131360
718	1446	室	136	0.015629	95.146989
719	2542	须	136	0.015629	95.162617
720	2356	负	135	0.015514	95.178131
721	1754	普	134	0.015399	95.193530
722	1824	梦	134	0.015399	95.208929
723	2081	究	134	0.015399	95.224327
